gene-chr,gene-start,gene-end,mRNA-start,mRNA-end,gene-ID,Genbank,Product,mRNALength
NC_035787.1,45188326,45188775,45188326,45188775,111109090,XM_022445178.1,uncharacterized LOC111109090,449
NC_035787.1,45188942,45190453,45188942,45190453,111109091,XM_022445179.1,uncharacterized LOC111109091,1511
NC_035787.1,45209721,45240833,45209721,45240833,111108225,XM_022443965.1,uncharacterized LOC111108225,31112
NC_035787.1,45245026,45248070,45245026,45248070,111110012,XM_022446315.1,uncharacterized LOC111110012,3044
NC_035787.1,45251360,45255552,45251360,45255552,111106650,XM_022441402.1,AT-rich binding protein-like,4192
NC_035787.1,45257594,45258747,45257594,45258747,111109092,XM_022445180.1,uncharacterized LOC111109092,1153
NC_035787.1,45268937,45271001,45268937,45271001,111106947,XM_022441833.1,uncharacterized LOC111106947,2064
NC_035787.1,45274479,45275467,45274479,45275467,111109093,XM_022445181.1,protein rolling stone-like,988
NC_035787.1,45277391,45280794,45277391,45280794,111106948,XM_022441834.1,protein rolling stone-like,3403
NC_035787.1,45288867,45290395,45288867,45290395,111109094,XM_022445182.1,uncharacterized LOC111109094,1528
NC_035787.1,45300256,45301356,45300256,45301356,111109096,XM_022445183.1,uncharacterized LOC111109096,1100
NC_035787.1,45308538,45312302,45308538,45312302,111109901,XM_022446167.1,protein rolling stone-like,3764
NC_035787.1,45314076,45318412,45314076,45318412,111109696,XM_022445917.1,uncharacterized LOC111109696,4336
NC_035787.1,45319043,45341271,45319043,45341271,111108010,XM_022443483.1,uncharacterized LOC111108010,22228
NC_035787.1,45346393,45383516,45346393,45383516,111108050,XM_022443544.1,uncharacterized LOC111108050,37123
NC_035787.1,45403061,45408625,45403061,45408625,111109097,XM_022445184.1,uncharacterized LOC111109097,5564
NC_035787.1,45439308,45469574,45439308,45469574,111105682,XM_022440032.1,uncharacterized LOC111105682,30266
NC_035787.1,45508794,45515632,45508794,45515632,111105695,XM_022440055.1,coiled-coil domain-containing protein 162-like,6838
NC_035787.1,45517638,45524014,45517638,45524014,111105696,XM_022440056.1,coiled-coil domain-containing protein 162-like,6376
NC_035787.1,45524048,45560061,45524048,45560061,111105683,XM_022440034.1,uncharacterized LOC111105683,36013
NC_035787.1,45580210,45585765,45580210,45585765,111105697,XM_022440057.1,perlucin-like protein,5555
NC_035787.1,45615062,45617162,45615062,45617162,111105692,XM_022440051.1,elongation factor Tu-like,2100
NC_035787.1,45618392,45621755,45618392,45621755,111105690,XM_022440050.1,homeobox protein Hox-A3-like,3363
NC_035787.1,45623584,45649888,45623584,45649888,111105688,XM_022440046.1,SRSF protein kinase 1-like,26304
NC_035787.1,45634661,45637391,45634661,45637391,111105693,XM_022440052.1,uncharacterized LOC111105693,2730
NC_035787.1,45652331,45665579,45652331,45665579,111105686,XM_022440041.1,putative helicase MOV-10,13248
NC_035787.1,45677769,45725265,45677769,45725264,111105684,XM_022440035.1,uncharacterized LOC111105684,47495
NC_035787.1,45732477,45735100,45732477,45735100,111105694,XM_022440053.1,NF-kappa-B inhibitor alpha-like,2623
NC_035787.1,45750451,45770059,45750451,45770059,111109098,XM_022445185.1,uncharacterized LOC111109098,19608
NC_035787.1,45770842,45778777,45770842,45778777,111105687,XM_022440045.1,uncharacterized LOC111105687,7935
NC_035787.1,45778860,45796458,45778860,45796458,111105698,XM_022440058.1,uncharacterized LOC111105698,17598
NC_035787.1,45788664,45791081,45788664,45791081,111105689,XM_022440049.1,uncharacterized LOC111105689,2417
NC_035787.1,45796934,45823569,45796934,45823569,111108615,XM_022444599.1,NACHT and WD repeat domain-containing protein 2-like,26635
NC_035787.1,45827717,45856779,45827717,45856779,111109099,XM_022445187.1,NACHT and WD repeat domain-containing protein 2-like,29062
NC_035787.1,45856478,45866357,45856478,45866061,111110517,XM_022447048.1,universal stress protein in QAH/OAS sulfhydrylase 3'region-like,9583
NC_035787.1,45866515,45875350,45866515,45875350,111110516,XM_022447046.1,uncharacterized LOC111110516,8835
NC_035787.1,45880445,45881453,45880445,45881453,111109100,XM_022445188.1,galactose-3-O-sulfotransferase 2-like,1008
NC_035787.1,45881427,45892135,45881427,45892135,111106315,XM_022440943.1,uncharacterized LOC111106315,10708
NC_035787.1,45896562,45903623,45896562,45903623,111105762,XM_022440143.1,traB domain-containing protein-like,7061
NC_035787.1,45906570,45908696,45906570,45908696,111109101,XM_022445189.1,uncharacterized LOC111109101,2126
NC_035787.1,45920011,45934396,45920011,45934396,111109520,XM_022445674.1,pre-mRNA-splicing factor 18-like,14385
NC_035787.1,45934497,45938193,45934497,45938193,111106319,XM_022440950.1,uncharacterized LOC111106319,3696
NC_035787.1,45940431,45945568,45940431,45945568,111110182,XM_022446576.1,uncharacterized LOC111110182,5137
NC_035787.1,45947239,45953707,45947239,45953707,111107921,XM_022443351.1,uncharacterized LOC111107921,6468
NC_035787.1,45954321,45966263,45954321,45966263,111110593,XM_022447155.1,sulfoquinovosidase-like,11942
NC_035787.1,45968757,45987565,45968757,45987565,111107576,XM_022442846.1,short-chain collagen C4-like,18808
NC_035787.1,45995545,45996168,45995545,45996168,111109102,XM_022445190.1,uncharacterized LOC111109102,623
NC_035787.1,46032279,46051204,46032279,46051204,111109103,XM_022445191.1,uncharacterized LOC111109103,18925
NC_035787.1,46054159,46071498,46054159,46071498,111110038,XM_022446366.1,uncharacterized LOC111110038,17339
NC_035787.1,46095681,46114056,46095681,46114056,111106953,XM_022441846.1,centrosomal protein of 41 kDa-like,18375
NC_035787.1,46114079,46122854,46114079,46122854,111106954,XM_022441848.1,mesoderm-specific transcript protein-like,8775
NC_035787.1,46123112,46135120,46123112,46135120,111106952,XM_022441843.1,uncharacterized LOC111106952,12008
NC_035787.1,46134612,46139190,46134612,46139190,111106955,XM_022441850.1,mitochondrial inner membrane protease subunit 2-like,4578
NC_035787.1,46142899,46144943,46142899,46144943,111110624,XM_022447197.1,triostin synthetase I-like,2044
NC_035787.1,46151756,46153755,46151756,46153755,111109565,XM_022445741.1,4-coumarate--CoA ligase 1-like,1999
NC_035787.1,46155325,46161243,46155325,46161243,111110676,XM_022447281.1,uncharacterized LOC111110676,5918
NC_035787.1,46161275,46164259,46161275,46164259,111109106,XM_022445192.1,uncharacterized LOC111109106,2984
NC_035787.1,46165706,46167282,46165706,46167282,111106484,XM_022441186.1,uncharacterized LOC111106484,1576
NC_035787.1,46171821,46175040,46171821,46175040,111110607,XM_022447174.1,uncharacterized LOC111110607,3219
NC_035787.1,46185689,46186895,46185689,46186895,111110606,XM_022447173.1,triostin synthetase I-like,1206
NC_035787.1,46202658,46205562,46202658,46205562,111110605,XM_022447172.1,triostin synthetase I-like,2904
NC_035787.1,46207392,46241656,46207392,46241654,111110603,XM_022447167.1,pre-rRNA-processing protein TSR1 homolog,34262
NC_035787.1,46224283,46227582,46224283,46227582,111110604,XM_022447171.1,triostin synthetase I-like,3299
NC_035787.1,46241576,46251120,46241576,46251120,111110601,XM_022447165.1,histone acetyltransferase KAT2B-like,9544
NC_035787.1,46254906,46256030,46254906,46256030,111110489,XM_022447004.1,complement C1q-like protein 3,1124
NC_035787.1,46327381,46328399,46327381,46328399,111105820,XM_022440224.1,complement C1q subcomponent subunit A-like,1018
NC_035787.1,46330483,46332316,46330483,46332316,111106432,XM_022441106.1,histone acetyltransferase KAT2B-like,1833
NC_035787.1,46334247,46335376,46334247,46335376,111106431,XM_022441105.1,complement C1q-like protein 3,1129
NC_035787.1,46373575,46374712,46373575,46374712,111105776,XM_022440161.1,complement C1q-like protein 3,1137
NC_035787.1,46457447,46466802,46457447,46466802,111109891,XM_022446157.1,uncharacterized LOC111109891,9355
NC_035787.1,46484176,46495645,46484176,46495645,111109892,XM_022446158.1,uncharacterized LOC111109892,11469
NC_035787.1,46596963,46597568,46596963,46597568,111109107,XM_022445193.1,uncharacterized LOC111109107,605
NC_035787.1,46660915,46686929,46660915,46686929,111109108,XM_022445195.1,multiple epidermal growth factor-like domains protein 10,26014
NC_035787.1,46663920,46666288,46663920,46666288,111106875,XM_022441746.1,uncharacterized LOC111106875,2368
NC_035787.1,46742595,46759076,46742595,46759076,111109836,XM_022446085.1,multiple epidermal growth factor-like domains protein 10,16481
NC_035787.1,46775300,46776613,46775300,46776613,111109109,XM_022445196.1,uncharacterized LOC111109109,1313
NC_035787.1,46778622,46789588,46778622,46789588,111109110,XM_022445197.1,uncharacterized LOC111109110,10966
NC_035787.1,46802041,46816323,46802041,46816323,111109843,XM_022446092.1,uncharacterized LOC111109843,14282
NC_035787.1,46830911,46839005,46830911,46839005,111108492,XM_022444423.1,glycerate kinase-like,8094
NC_035787.1,46851001,46882734,46851001,46882734,111106549,XM_022441273.1,pleckstrin homology domain-containing family G member 7-like,31733
NC_035787.1,46887352,46889373,46887352,46889373,111109460,XM_022445577.1,uncharacterized LOC111109460,2021
NC_035787.1,46890214,46902486,46890214,46902486,111109506,XM_022445654.1,uncharacterized LOC111109506,12272
NC_035787.1,46914393,46917476,46914393,46917476,111106731,XM_022441521.1,basic salivary proline-rich protein 3-like,3083
NC_035787.1,46918724,46930197,46918724,46930197,111105890,XM_022440346.1,histidine ammonia-lyase-like,11473
NC_035787.1,46931645,46936807,46931645,46936807,111110006,XM_022446307.1,EF-hand calcium-binding domain-containing protein 12-like,5162
NC_035787.1,46939234,46965556,46939234,46965556,111108476,XM_022444391.1,xanthine dehydrogenase/oxidase-like,26322
NC_035787.1,46970580,46988817,46970580,46988816,111107393,XM_022442575.1,xanthine dehydrogenase/oxidase-like,18236
NC_035787.1,46990492,46996079,46990492,46996079,111107395,XM_022442579.1,monoacylglycerol lipase abhd6-B-like,5587
NC_035787.1,46996271,47004328,46996271,47004328,111107394,XM_022442577.1,splicing factor 45-like,8057
NC_035787.1,47005310,47008094,47005310,47008094,111110205,XM_022446602.1,pre-rRNA-processing protein TSR2 homolog,2784
NC_035787.1,47008595,47026375,47008595,47026375,111108704,XM_022444743.1,neurogenic locus notch homolog protein 1-like,17780
NC_035787.1,47039391,47041172,47039391,47041172,111109111,XM_022445198.1,uncharacterized LOC111109111,1781
NC_035787.1,47041556,47047141,47041556,47047141,111109112,XM_022445200.1,notchless protein homolog 1-like,5585
NC_035787.1,47070310,47070705,47070310,47070705,111109113,XM_022445201.1,uncharacterized LOC111109113,395
NC_035787.1,47089286,47096801,47089286,47096801,111109114,XM_022445202.1,fibropellin-1-like,7515
NC_035787.1,47102234,47111528,47102234,47111528,111108706,XM_022444747.1,neurogenic locus notch homolog protein 1-like,9294
NC_035787.1,47122698,47129808,47122698,47129808,111108705,XM_022444746.1,neurogenic locus Notch protein-like,7110
NC_035787.1,47131608,47138588,47131608,47138588,111108707,XM_022444748.1,fibropellin-1-like,6980
NC_035787.1,47138746,47144115,47138746,47144115,111110422,XM_022446919.1,hemK methyltransferase family member 1-like,5369
NC_035787.1,47144300,47149049,47144300,47149049,111110372,XM_022446851.1,sulfatase-modifying factor 1-like,4749
NC_035787.1,47149662,47156087,47149662,47156087,111110373,XM_022446852.1,uncharacterized LOC111110373,6425
NC_035787.1,47156746,47161042,47156746,47161042,111106274,XM_022440886.1,uncharacterized LOC111106274,4296
NC_035787.1,47161737,47165695,47161737,47165695,111109784,XM_022446017.1,CUB domain-containing protein 1-like,3958
NC_035787.1,47166840,47173179,47166840,47173179,111110577,XM_022447132.1,vacuolar fusion protein MON1 homolog A-like,6339
NC_035787.1,47179303,47193705,47179303,47193705,111109740,XM_022445964.1,uncharacterized protein C3orf67 homolog,14402
NC_035787.1,47200543,47201783,47200543,47201783,111108468,XM_022444375.1,collagen alpha-1(X) chain-like,1240
NC_035787.1,47202814,47203985,47202814,47203985,111109115,XM_022445203.1,heavy metal-binding protein HIP-like,1171
NC_035787.1,47204771,47205945,47204771,47205945,111108467,XM_022444374.1,collagen alpha-2(VIII) chain-like,1174
NC_035787.1,47215999,47219263,47215999,47219263,111106207,XM_022440776.1,uncharacterized LOC111106207,3264
NC_035787.1,47219704,47228362,47219704,47228362,111109116,XM_022445204.1,uncharacterized LOC111109116,8658
NC_035787.1,47226081,47233539,47226081,47233539,111106801,XM_022441623.1,uncharacterized LOC111106801,7458
NC_035787.1,47233619,47246132,47233619,47246132,111106800,XM_022441618.1,PX domain-containing protein kinase-like protein,12513
NC_035787.1,47249955,47279670,47249955,47279670,111108268,XM_022444038.1,TBC1 domain family member 30-like,29715
NC_035787.1,47281162,47285442,47281162,47285442,111109700,XM_022445922.1,MICOS complex subunit Mic19-like,4280
NC_035787.1,47289437,47297766,47289437,47297766,111109117,XM_022445205.1,uncharacterized LOC111109117,8329
NC_035787.1,47299119,47301557,47299119,47301557,111109118,XM_022445207.1,uncharacterized LOC111109118,2438
NC_035787.1,47302605,47314091,47302605,47314091,111109119,XM_022445208.1,uncharacterized LOC111109119,11486
NC_035787.1,47314599,47316781,47314599,47316781,111109120,XM_022445209.1,uncharacterized LOC111109120,2182
NC_035787.1,47318663,47320046,47318663,47320046,111109121,XM_022445210.1,uncharacterized LOC111109121,1383
NC_035787.1,47326455,47333040,47326455,47333040,111107085,XM_022442053.1,uncharacterized LOC111107085,6585
NC_035787.1,47343153,47348665,47343153,47348665,111107087,XM_022442056.1,uncharacterized LOC111107087,5512
NC_035787.1,47360645,47362249,47360645,47362249,111107086,XM_022442055.1,uncharacterized LOC111107086,1604
NC_035787.1,47373572,47376172,47373572,47376172,111107080,XM_022442046.1,uncharacterized LOC111107080,2600
NC_035787.1,47380081,47382575,47380081,47382575,111107081,XM_022442047.1,E3 ubiquitin-protein ligase TRIM56-like,2494
NC_035787.1,47386885,47392636,47386885,47392635,111107084,XM_022442050.1,uncharacterized LOC111107084,5750
NC_035787.1,47395060,47396606,47395060,47396606,111109858,XM_022446109.1,probable E3 ubiquitin-protein ligase MID2,1546
NC_035787.1,47400363,47403621,47400363,47403621,111106742,XM_022441542.1,uncharacterized LOC111106742,3258
NC_035787.1,47409025,47410672,47409025,47410672,111109928,XM_022446196.1,uncharacterized LOC111109928,1647
NC_035787.1,47418751,47421816,47418751,47421816,111106519,XM_022441238.1,uncharacterized LOC111106519,3065
NC_035787.1,47425607,47433010,47425607,47433010,111106531,XM_022441251.1,uncharacterized LOC111106531,7403
NC_035787.1,47435320,47437867,47435320,47437867,111106895,XM_022441775.1,uncharacterized LOC111106895,2547
NC_035787.1,47441091,47451708,47441091,47451708,111108505,XM_022444447.1,dnaJ homolog subfamily C member 2-like,10617
NC_035787.1,47451914,47453867,47451914,47453867,111109123,XM_022445211.1,complement C1q-like protein 4,1953
NC_035787.1,47457867,47465500,47457870,47465500,111108506,XM_022444450.1,complement C1q-like protein 4,7630
NC_035787.1,47476894,47477860,47476894,47477860,111110036,XM_022446363.1,uncharacterized LOC111110036,966
NC_035787.1,47482590,47495338,47482590,47495338,111108790,XM_022444873.1,scm-like with four MBT domains protein 1,12748
NC_035787.1,47495399,47503251,47495399,47503251,111109775,XM_022446007.1,store-operated calcium entry regulator STIMATE-like,7852
NC_035787.1,47503584,47512390,47503584,47512390,111106964,XM_022441860.1,uncharacterized LOC111106964,8806
NC_035787.1,47535314,47562623,47535314,47562623,111106830,XM_022441657.1,trichohyalin-like,27309
NC_035787.1,47564917,47574995,47564917,47574995,111105725,XM_022440100.1,coadhesin-like,10078
NC_035787.1,47582450,47636561,47582450,47636561,111108271,XM_022444041.1,titin homolog,54111
NC_035787.1,47594969,47599917,47594969,47599917,111108272,XM_022444043.1,uncharacterized LOC111108272,4948
NC_035787.1,47637745,47640981,47637745,47640981,111108351,XM_022444162.1,probable tRNA pseudouridine synthase 2,3236
NC_035787.1,47640983,47646892,47640983,47646892,111108350,XM_022444160.1,uncharacterized LOC111108350,5909
NC_035787.1,47647706,47659312,47647706,47659312,111108349,XM_022444159.1,uncharacterized LOC111108349,11606
NC_035787.1,47661332,47673319,47661332,47673319,111105743,XM_022440117.1,uncharacterized LOC111105743,11987
NC_035787.1,47685624,47731333,47685624,47731333,111109495,XM_022445631.1,uncharacterized LOC111109495,45709
NC_035787.1,47731277,47738621,47731277,47738621,111109496,XM_022445637.1,uncharacterized LOC111109496,7344
NC_035787.1,47739311,47747018,47739311,47747018,111107556,XM_022442817.1,RNA-dependent RNA polymerase 2-like,7707
NC_035787.1,47749871,47759213,47749871,47759213,111107555,XM_022442815.1,RNA-dependent RNA polymerase 1-like,9342
NC_035787.1,47749892,47774358,47749892,47774358,111107554,XM_022442811.1,uncharacterized LOC111107554,24466
NC_035787.1,47774228,47777024,47774228,47777024,111109124,XM_022445212.1,uncharacterized LOC111109124,2796
NC_035787.1,47782341,47835455,47782341,47835455,111107067,XM_022442038.1,Fanconi anemia group D2 protein-like,53114
NC_035787.1,47806860,47816296,47806860,47816296,111107068,XM_022442039.1,uncharacterized LOC111107068,9436
NC_035787.1,47836579,47852401,47836579,47852401,111106548,XM_022441271.1,prestin-like,15822
NC_035787.1,47876112,47916624,47876112,47916624,111107907,XM_022443312.1,sterile alpha motif domain-containing protein 9-like,40512
NC_035787.1,47893528,47895808,47893528,47895808,111107909,XM_022443314.1,uncharacterized LOC111107909,2280
NC_035787.1,47920882,47930387,47920882,47930387,111107816,XM_022443180.1,adiponectin receptor protein-like,9505
NC_035787.1,47930383,47948225,47930383,47948225,111107815,XM_022443177.1,leucine-rich repeat-containing protein 74A-like,17842
NC_035787.1,47950238,47953135,47950238,47953135,111109125,XM_022445214.1,short-chain collagen C4-like,2897
NC_035787.1,47972429,47974387,47972429,47974387,111109826,XM_022446068.1,uncharacterized LOC111109826,1958
NC_035787.1,47984462,47992940,47984462,47992940,111107174,XM_022442215.1,rabenosyn-5-like,8478
NC_035787.1,48000153,48002428,48000153,48002428,111107173,XM_022442214.1,macrophage-expressed gene 1 protein-like,2275
NC_035787.1,48015673,48018548,48015673,48018548,111106616,XM_022441349.1,macrophage-expressed gene 1 protein-like,2875
NC_035787.1,48028552,48030942,48028552,48030942,111106450,XM_022441124.1,macrophage-expressed gene 1 protein-like,2390
NC_035787.1,48033369,48034620,48033369,48034620,111105798,XM_022440184.1,uncharacterized LOC111105798,1251
NC_035787.1,48034633,48035527,48034679,48035527,111105799,XM_022440186.1,uncharacterized LOC111105799,848
NC_035787.1,48049020,48067002,48049020,48067002,111110250,XM_022446667.1,uncharacterized LOC111110250,17982
NC_035787.1,48069300,48077885,48069300,48077885,111110252,XM_022446671.1,uncharacterized LOC111110252,8585
NC_035787.1,48084598,48091026,48084598,48091026,111110249,XM_022446662.1,uncharacterized LOC111110249,6428
NC_035787.1,48096137,48106103,48096137,48106103,111110253,XM_022446672.1,uncharacterized LOC111110253,9966
NC_035787.1,48109261,48114935,48109261,48114935,111110611,XM_022447180.1,uncharacterized LOC111110611,5674
NC_035787.1,48122558,48127174,48122558,48127174,111105832,XM_022440258.1,uncharacterized LOC111105832,4616
NC_035787.1,48133583,48137942,48133583,48137942,111110657,XM_022447249.1,complement C1q tumor necrosis factor-related protein 4-like,4359
NC_035787.1,48139318,48146440,48139318,48146440,111106301,XM_022440923.1,diamine acetyltransferase 2-like,7122
NC_035787.1,48147995,48156195,48147995,48156195,111106010,XM_022440519.1,WD40 repeat-containing protein SMU1,8200
NC_035787.1,48161485,48164189,48161485,48164189,111106164,XM_022440718.1,metalloproteinase inhibitor 1-like,2704
NC_035787.1,48168936,48194830,48168936,48194830,111107422,XM_022442622.1,tyrosine-protein phosphatase 99A-like,25894
NC_035787.1,48215016,48221960,48215016,48221960,111106284,XM_022440898.1,tryptase-2-like,6944
NC_035787.1,48227446,48232210,48227446,48232210,111110009,XM_022446311.1,ribonuclease P protein subunit p30-like,4764
NC_035787.1,48232148,48240026,48232148,48240026,111110008,XM_022446310.1,cilia- and flagella-associated protein 100-like,7878
NC_035787.1,48240184,48244290,48240184,48244290,111108524,XM_022444482.1,probable imidazolonepropionase,4106
NC_035787.1,48247690,48258283,48247690,48258283,111106558,XM_022441280.1,fibropellin-1-like,10593
NC_035787.1,48260216,48261119,48260216,48261119,111110208,XM_022446604.1,uncharacterized LOC111110208,903
NC_035787.1,48273711,48279910,48273711,48279910,111109952,XM_022446231.1,uncharacterized LOC111109952,6199
NC_035787.1,48285427,48288723,48285427,48288723,111108591,XM_022444576.1,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11,3296
NC_035787.1,48294713,48302682,48294713,48302682,111106916,XM_022441795.1,protein rolling stone-like,7969
NC_035787.1,48329451,48401732,48329451,48401732,111108202,XM_022443873.1,E3 ubiquitin-protein ligase HUWE1-like,72281
NC_035787.1,48376366,48379632,48376366,48379632,111108203,XM_022443880.1,uncharacterized LOC111108203,3266
NC_035787.1,48403826,48415260,48403826,48415260,111105897,XM_022440353.1,pseudouridylate synthase 7 homolog,11434
NC_035787.1,48421332,48426386,48421332,48426386,111109126,XM_022445215.1,uncharacterized LOC111109126,5054
NC_035787.1,48428192,48434897,48428192,48434897,111109127,XM_022445216.1,uncharacterized LOC111109127,6705
NC_035787.1,48436630,48438694,48436630,48438694,111106065,XM_022440587.1,uncharacterized LOC111106065,2064
NC_035787.1,48446385,48448904,48446385,48448904,111109632,XM_022445834.1,uncharacterized LOC111109632,2519
NC_035787.1,48448913,48452020,48448913,48452020,111109631,XM_022445833.1,uncharacterized LOC111109631,3107
NC_035787.1,48457305,48461452,48457305,48461452,111106935,XM_022441813.1,uncharacterized LOC111106935,4147
NC_035787.1,48462583,48467047,48462583,48467047,111106741,XM_022441540.1,uncharacterized LOC111106741,4464
NC_035787.1,48475075,48493969,48475075,48493969,111106871,XM_022441735.1,uncharacterized LOC111106871,18894
NC_035787.1,48506663,48513105,48506663,48513105,111106398,XM_022441058.1,uncharacterized LOC111106398,6442
NC_035787.1,48514539,48519315,48514539,48519315,111107054,XM_022442004.1,uncharacterized LOC111107054,4776
NC_035787.1,48528125,48534235,48528125,48534235,111106957,XM_022441851.1,uncharacterized LOC111106957,6110
NC_035787.1,48538599,48545369,48538599,48545369,111106385,XM_022441040.1,uncharacterized LOC111106385,6770
NC_035787.1,48547831,48556329,48547831,48556329,111106777,XM_022441596.1,alpha-L-fucosidase-like,8498
NC_035787.1,48556366,48582459,48556366,48582459,111106775,XM_022441593.1,uncharacterized LOC111106775,26093
NC_035787.1,48567131,48572279,48567131,48572279,111106776,XM_022441594.1,uncharacterized LOC111106776,5148
NC_035787.1,48905925,48930528,48905925,48930528,111110069,XM_022446402.1,uncharacterized LOC111110069,24603
NC_035787.1,48911321,48932938,48911321,48932938,111109129,XM_022445217.1,germinal-center associated nuclear protein-like,21617
NC_035787.1,48933976,48989955,48933976,48989955,111109130,XM_022445218.1,germinal-center associated nuclear protein-like,55979
NC_035787.1,48971012,48974353,48971012,48974353,111110060,XM_022446394.1,uncharacterized LOC111110060,3341
NC_035787.1,48989185,49018073,48989185,49018073,111110057,XM_022446391.1,germinal-center associated nuclear protein-like,28888
NC_035787.1,49011661,49014546,49011661,49014546,111110064,XM_022446397.1,uncharacterized LOC111110064,2885
NC_035787.1,49018294,49047527,49018294,49047527,111109131,XM_022445220.1,germinal-center associated nuclear protein-like,29233
NC_035787.1,49040099,49043979,49040099,49043979,111110062,XM_022446396.1,uncharacterized LOC111110062,3880
NC_035787.1,49061771,49066801,49061771,49066801,111110066,XM_022446399.1,uncharacterized LOC111110066,5030
NC_035787.1,49087508,49091296,49087508,49091296,111110065,XM_022446398.1,uncharacterized LOC111110065,3788
NC_035787.1,49106704,49130247,49106704,49130247,111109135,XM_022445221.1,germinal-center associated nuclear protein-like,23543
NC_035787.1,49122194,49125184,49122194,49125184,111110059,XM_022446392.1,uncharacterized LOC111110059,2990
NC_035787.1,49130040,49160906,49130040,49160906,111110055,XM_022446389.1,germinal-center associated nuclear protein-like,30866
NC_035787.1,49151023,49155289,49151023,49155289,111110067,XM_022446400.1,uncharacterized LOC111110067,4266
NC_035787.1,49161047,49180952,49161047,49180952,111108353,XM_022444164.1,suppressor of tumorigenicity 7 protein homolog,19905
NC_035787.1,49186286,49197401,49186286,49197401,111106516,XM_022441231.1,protein Wnt-2b-A-like,11115
NC_035787.1,49198573,49211859,49198573,49211859,111106592,XM_022441321.1,ankyrin repeat,13286
NC_035787.1,49213538,49215892,49213538,49215892,111109666,XM_022445879.1,probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,2354
NC_035787.1,49218232,49221083,49218232,49221083,111109539,XM_022445706.1,leucine-rich melanocyte differentiation-associated protein-like,2851
NC_035787.1,49223556,49238791,49223556,49238791,111107976,XM_022443433.1,uncharacterized LOC111107976,15235
NC_035787.1,49243635,49267348,49243635,49267348,111108600,XM_022444583.1,stabilin-2-like,23713
NC_035787.1,49246836,49248352,49246836,49248352,111108601,XM_022444584.1,G-protein coupled receptor moody-like,1516
NC_035787.1,49270462,49290164,49270462,49290164,111106715,XM_022441506.1,uncharacterized LOC111106715,19702
NC_035787.1,49290369,49300641,49290369,49300641,111109800,XM_022446036.1,uncharacterized LOC111109800,10272
NC_035787.1,49305448,49307357,49305448,49307357,111109903,XM_022446169.1,uncharacterized LOC111109903,1909
NC_035787.1,49316243,49320323,49316243,49320323,111110559,XM_022447111.1,uncharacterized LOC111110559,4080
NC_035787.1,49322292,49331082,49322292,49331082,111106603,XM_022441330.1,uncharacterized LOC111106603,8790
NC_035787.1,49334080,49338883,49334080,49338883,111109714,XM_022445936.1,uncharacterized LOC111109714,4803
NC_035787.1,49358528,49360568,49358528,49360568,111109715,XM_022445937.1,myb-related transcription factor,2040
NC_035787.1,49366810,49368997,49366810,49368997,111109716,XM_022445938.1,uncharacterized LOC111109716,2187
NC_035787.1,49370360,49375688,49370360,49375688,111109713,XM_022445935.1,uncharacterized LOC111109713,5328
NC_035787.1,49395290,49398628,49395290,49398628,111110361,XM_022446835.1,uncharacterized LOC111110361,3338
NC_035787.1,49399729,49400508,49399729,49400508,111109136,XM_022445222.1,craniofacial development protein 2-like,779
NC_035787.1,49402072,49409085,49402072,49409085,111110191,XM_022446583.1,uncharacterized LOC111110191,7013
NC_035787.1,49416305,49423426,49416305,49423426,111110666,XM_022447263.1,uncharacterized LOC111110666,7121
NC_035787.1,49425249,49432193,49425249,49432193,111106569,XM_022441294.1,uncharacterized LOC111106569,6944
NC_035787.1,49437944,49440427,49437944,49440427,111106848,XM_022441696.1,uncharacterized LOC111106848,2483
NC_035787.1,49445584,49446525,49445584,49446525,111109137,XM_022445224.1,putative nuclease HARBI1,941
NC_035787.1,49460279,49467294,49460279,49467294,111110626,XM_022447200.1,uncharacterized LOC111110626,7015
NC_035787.1,49483012,49493971,49483012,49493971,111106971,XM_022441873.1,uncharacterized LOC111106971,10959
NC_035787.1,49498207,49503439,49498207,49503439,111106302,XM_022440925.1,uncharacterized LOC111106302,5232
NC_035787.1,49517690,49522750,49517690,49522750,111109138,XM_022445225.1,uncharacterized LOC111109138,5060
NC_035787.1,49532139,49549979,49532139,49549979,111106817,XM_022441639.1,sushi,17840
NC_035787.1,49555784,49560540,49555784,49560540,111106702,XM_022441484.1,keratin-associated protein 5-8-like,4756
NC_035787.1,49562803,49563455,49562803,49563455,111109139,XM_022445226.1,uncharacterized LOC111109139,652
NC_035787.1,49592681,49593784,49592681,49593784,111110318,XM_022446764.1,complement C1q-like protein 4,1103
NC_035787.1,49600684,49611776,49600684,49611776,111110375,XM_022446854.1,C1q-related factor-like,11092
NC_035787.1,49625042,49650125,49625042,49650125,111106787,XM_022441608.1,protein draper-like,25083
NC_035787.1,49663064,49673336,49663064,49673336,111109760,XM_022445990.1,scavenger receptor class F member 1-like,10272
NC_035787.1,49692836,49703476,49692836,49703476,111109761,XM_022445991.1,EMILIN-2-like,10640
NC_035787.1,49725041,49742352,49725041,49742352,111106042,XM_022440561.1,Ca(2+)-independent N-acyltransferase-like,17311
NC_035787.1,49748151,49749740,49748151,49749740,111109141,XM_022445227.1,uncharacterized LOC111109141,1589
